age,workclass,educational-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income,capital_diff
21,Local-gov,10,Never-married,Adm-clerical,Own-child,White,Male,40,Other,0,0
46,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,0,0
38,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1,0
43,Private,10,Never-married,Adm-clerical,Unmarried,White,Male,48,United-States,1,0
54,Self-emp-inc,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1,0
38,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1,-1977
50,Private,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,1,0
30,Private,11,Married-civ-spouse,Prof-specialty,Wife,White,Female,36,United-States,1,0
28,Local-gov,9,Never-married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,35,United-States,0,0
26,Private,11,Never-married,Adm-clerical,Not-in-family,White,Female,45,United-States,0,0
37,Federal-gov,10,Married-civ-spouse,Craft-repair,Husband,White,Male,43,United-States,0,0
32,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,1,5178
64,State-gov,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,5,United-States,1,0
18,Private,9,Never-married,Sales,Own-child,White,Female,28,United-States,0,0
30,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,30,United-States,0,0
36,unknown,11,Married-civ-spouse,unknown,Wife,White,Female,8,United-States,0,3908
18,Private,7,Never-married,Other-service,Other-relative,Black,Male,30,United-States,0,0
49,Private,5,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,0,0
46,State-gov,9,Married-civ-spouse,Other-service,Husband,White,Male,43,United-States,1,0
30,Private,10,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,0,0
29,Private,9,Divorced,Prof-specialty,Not-in-family,Other,Female,30,Other,0,0
22,unknown,9,Never-married,unknown,Own-child,White,Male,40,Mexico,0,0
25,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,United-States,0,0
38,Private,9,Separated,Priv-house-serv,Unmarried,Black,Female,30,United-States,0,0
32,unknown,13,Divorced,unknown,Unmarried,White,Female,40,United-States,0,0
56,Private,14,Married-civ-spouse,Adm-clerical,Husband,White,Male,80,United-States,1,0
29,Private,10,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,0,0
41,Private,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,0,0
23,Private,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,40,United-States,0,0
46,Self-emp-not-inc,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,1,0
28,Local-gov,9,Never-married,Protective-serv,Other-relative,Black,Male,40,United-States,0,-1876
39,Private,13,Divorced,Adm-clerical,Unmarried,White,Female,20,United-States,0,0
42,Self-emp-not-inc,10,Married-civ-spouse,Farming-fishing,Wife,White,Female,50,United-States,0,0
39,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,48,United-States,1,7298
68,unknown,4,Married-civ-spouse,unknown,Husband,White,Male,30,United-States,0,0
37,Self-emp-inc,13,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,1,15024
57,Private,15,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0
22,Private,10,Never-married,Other-service,Not-in-family,Black,Female,30,United-States,0,0
24,Private,11,Never-married,Adm-clerical,Not-in-family,White,Male,30,United-States,1,0
55,Private,12,Divorced,Sales,Unmarried,Black,Female,30,United-States,0,0
37,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0,0
37,Local-gov,10,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,0,0
28,Private,13,Married-civ-spouse,Other-service,Husband,White,Male,50,United-States,0,0
27,Private,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0,0
40,State-gov,13,Never-married,Prof-specialty,Unmarried,White,Female,20,United-States,0,0
51,Private,9,Divorced,Priv-house-serv,Own-child,White,Female,40,United-States,0,0
52,Private,11,Married-civ-spouse,Transport-moving,Husband,White,Male,56,United-States,0,0
70,unknown,10,Widowed,unknown,Not-in-family,White,Female,3,United-States,0,0
49,Self-emp-inc,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,15024
40,Federal-gov,10,Divorced,Adm-clerical,Not-in-family,White,Female,50,United-States,0,0
70,Private,10,Never-married,Prof-specialty,Not-in-family,White,Male,60,United-States,0,-1816
63,Private,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,0,0
63,Private,9,Divorced,Transport-moving,Unmarried,White,Male,45,United-States,1,0
66,Self-emp-not-inc,9,Widowed,Craft-repair,Not-in-family,White,Male,20,United-States,0,0
33,Self-emp-not-inc,9,Married-civ-spouse,Sales,Husband,White,Male,66,United-States,0,0
20,Private,10,Never-married,Transport-moving,Not-in-family,White,Male,32,United-States,0,0
33,Self-emp-inc,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,1,-1887
26,Private,10,Married-AF-spouse,Protective-serv,Husband,White,Male,40,United-States,0,0
52,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,0
47,Private,13,Divorced,Sales,Not-in-family,White,Male,45,United-States,0,0
23,Private,9,Never-married,Exec-managerial,Own-child,Black,Male,75,United-States,0,0
53,Federal-gov,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,0,0
26,Federal-gov,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0,3325
53,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,1,0
65,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,10,United-States,0,0
68,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,30,United-States,0,0
30,Private,6,Never-married,Sales,Other-relative,White,Male,18,Other,0,0
28,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,0,0
54,Local-gov,6,Married-civ-spouse,Protective-serv,Husband,White,Male,45,United-States,0,0
30,Private,9,Never-married,Other-service,Own-child,White,Male,10,United-States,0,0
19,Private,7,Never-married,Other-service,Other-relative,White,Male,20,United-States,0,0
32,Federal-gov,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,0
23,Private,13,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,0,0
51,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,0,0
25,Private,10,Married-civ-spouse,Sales,Husband,White,Male,44,United-States,1,0
46,Local-gov,13,Never-married,Prof-specialty,Not-in-family,Black,Female,40,United-States,0,0
38,Private,10,Divorced,Tech-support,Unmarried,White,Female,50,United-States,0,0
26,State-gov,9,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,40,United-States,1,0
46,Private,9,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0
20,Private,10,Never-married,Other-service,Own-child,White,Female,16,United-States,0,594
29,Local-gov,14,Married-civ-spouse,Prof-specialty,Other-relative,White,Male,35,United-States,0,0
51,Self-emp-inc,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,1,0
40,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,52,United-States,0,0
24,Self-emp-not-inc,13,Never-married,Farming-fishing,Unmarried,White,Male,50,United-States,0,0
31,Private,11,Married-civ-spouse,Other-service,Wife,Amer-Indian-Eskimo,Female,24,Mexico,0,0
54,unknown,9,Divorced,unknown,Not-in-family,White,Female,30,United-States,0,0
34,Private,12,Separated,Craft-repair,Not-in-family,White,Male,60,United-States,0,0
19,Private,10,Never-married,Farming-fishing,Own-child,White,Male,66,United-States,0,0
21,Private,9,Never-married,Transport-moving,Own-child,Black,Male,40,United-States,0,0
21,Private,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,0,0
23,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,24,United-States,0,0
37,Federal-gov,10,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0,0
40,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,46,United-States,1,0
57,Private,9,Married-civ-spouse,Other-service,Husband,White,Male,30,United-States,0,0
48,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,1,-1485
24,Private,7,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,40,Other,0,0
32,unknown,13,Never-married,unknown,Not-in-family,White,Female,20,unknown,0,0
40,Private,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,0,0
52,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,1,99999
49,Private,9,Divorced,Exec-managerial,Not-in-family,White,Male,40,United-States,0,0
45,Self-emp-not-inc,10,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,40,United-States,0,3137
62,Local-gov,9,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,0,0
49,Private,9,Separated,Machine-op-inspct,Unmarried,White,Female,40,United-States,0,0
55,Federal-gov,10,Divorced,Adm-clerical,Unmarried,Black,Female,40,United-States,0,0
20,unknown,10,Never-married,unknown,Own-child,Amer-Indian-Eskimo,Male,72,United-States,0,0
37,Self-emp-inc,13,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,0,0
43,State-gov,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1,0
29,Private,10,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,0,0
44,Private,9,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,1,0
28,Private,10,Separated,Tech-support,Unmarried,White,Male,40,United-States,1,0
38,Private,10,Never-married,Exec-managerial,Not-in-family,White,Female,45,United-States,0,0
45,Private,11,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1,-1977
20,Private,8,Never-married,Other-service,Not-in-family,White,Male,40,United-States,0,0
60,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,0
30,Private,9,Never-married,Sales,Not-in-family,White,Female,40,United-States,0,0
22,Private,10,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,40,unknown,0,0
51,Private,10,Divorced,Sales,Not-in-family,White,Female,60,United-States,0,0
31,Private,13,Never-married,Prof-specialty,Unmarried,Black,Female,40,unknown,0,0
48,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,0,0
43,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,1,-1887
51,Local-gov,9,Divorced,Transport-moving,Unmarried,Black,Male,40,United-States,0,0
41,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,48,United-States,1,-1848
62,unknown,11,Married-civ-spouse,unknown,Husband,White,Male,40,United-States,0,3411
50,State-gov,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,1,0
46,Private,9,Married-civ-spouse,Sales,Wife,White,Female,40,United-States,1,0
54,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,1,15024
68,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States,1,0
23,Self-emp-not-inc,12,Never-married,Craft-repair,Not-in-family,White,Male,30,United-States,0,0
49,Private,14,Never-married,Sales,Not-in-family,White,Female,35,United-States,0,0
24,Private,6,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,0
30,Local-gov,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,United-States,0,0
38,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,45,United-States,0,3137
34,Private,9,Never-married,Sales,Not-in-family,White,Female,35,United-States,0,0
22,Private,10,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,0,0
30,Private,4,Separated,Handlers-cleaners,Not-in-family,White,Male,40,United-States,0,0
61,Private,4,Married-civ-spouse,Transport-moving,Husband,White,Male,31,United-States,0,0
36,Private,9,Divorced,Exec-managerial,Unmarried,White,Male,40,United-States,0,0
51,Self-emp-inc,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,0
43,Private,3,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,40,Other,1,0
54,Federal-gov,10,Married-civ-spouse,Protective-serv,Husband,White,Male,48,United-States,1,0
63,Private,9,Widowed,Prof-specialty,Not-in-family,White,Female,25,United-States,0,0
51,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,1,0
63,Self-emp-not-inc,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,0,0
51,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,1,0
27,Private,9,Divorced,Sales,Own-child,White,Female,35,United-States,0,0
35,Private,12,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,1,0
31,unknown,13,Married-civ-spouse,unknown,Wife,White,Female,25,United-States,1,0
46,Self-emp-not-inc,9,Separated,Craft-repair,Unmarried,White,Male,40,United-States,0,0
53,Private,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,1,0
26,Federal-gov,10,Divorced,Adm-clerical,Own-child,White,Male,24,United-States,0,0
43,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,0,0
39,Private,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,1,15024
50,Federal-gov,9,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,0,-1590
54,Federal-gov,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,1,0
62,unknown,10,Married-civ-spouse,unknown,Wife,White,Female,45,United-States,1,0
57,State-gov,10,Divorced,Prof-specialty,Unmarried,White,Female,40,United-States,0,0
19,unknown,10,Never-married,unknown,Own-child,Black,Male,24,United-States,0,0
29,Local-gov,9,Never-married,Other-service,Own-child,White,Male,20,United-States,0,0
20,Private,9,Never-married,Craft-repair,Other-relative,Black,Male,40,United-States,0,0
53,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,1,-1902
23,Private,9,Never-married,Other-service,Not-in-family,White,Male,40,Other,0,0
69,Private,7,Married-civ-spouse,Adm-clerical,Husband,White,Male,20,United-States,0,0
56,Private,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,0,-2002
53,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,35,United-States,0,0
28,Private,9,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,0,0
28,Private,13,Married-civ-spouse,Other-service,Husband,Black,Male,40,United-States,0,0
33,Self-emp-inc,9,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,80,Other,1,0
48,Private,9,Divorced,Sales,Unmarried,White,Female,30,United-States,0,0
49,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,0,5013
32,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,0,0
27,unknown,13,Never-married,unknown,Not-in-family,White,Male,40,United-States,0,0
19,Private,10,Never-married,Other-service,Own-child,White,Male,14,United-States,0,0
47,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,0,0
25,Private,13,Never-married,Transport-moving,Own-child,White,Male,60,United-States,0,0
70,Private,10,Married-civ-spouse,Protective-serv,Husband,Black,Male,40,United-States,0,0
29,Private,7,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,0,0
57,Private,9,Married-civ-spouse,Other-service,Husband,Black,Male,48,Other,0,0
50,Private,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,60,Other,0,0
45,Self-emp-inc,10,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,0,0
52,Private,10,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,1,0
53,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,United-States,1,0
36,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,48,United-States,0,0
70,Private,3,Widowed,Other-service,Unmarried,Black,Male,10,United-States,0,0
32,Local-gov,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,1,0
53,Private,14,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,0,0
46,State-gov,11,Divorced,Adm-clerical,Unmarried,White,Female,38,United-States,0,0
39,Private,12,Separated,Prof-specialty,Not-in-family,White,Female,30,United-States,0,0
38,Private,10,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,0,0
36,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,60,United-States,0,0
63,Local-gov,13,Never-married,Prof-specialty,Not-in-family,Black,Female,21,United-States,0,0
28,Private,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,43,Mexico,0,0
28,unknown,13,Never-married,unknown,Own-child,White,Male,45,United-States,0,0
49,Private,9,Never-married,Adm-clerical,Unmarried,White,Female,35,United-States,0,0
38,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,1,0
39,Private,9,Never-married,Tech-support,Not-in-family,White,Male,62,Other,0,0
42,unknown,9,Divorced,unknown,Not-in-family,Black,Female,40,United-States,0,0
40,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,0,0
45,unknown,9,Separated,unknown,Unmarried,White,Female,10,United-States,0,0
29,unknown,9,Divorced,unknown,Unmarried,White,Female,40,United-States,0,0
24,Federal-gov,13,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,0,-1741
30,Private,10,Married-civ-spouse,Tech-support,Husband,White,Male,50,United-States,1,0
